metric,n,icc,lo,hi,bias,sd_diff,bias_lo,bias_hi,loa_lo,loa_hi,loa_se,prop_bias_slope,prop_bias_p,rmse,mae,pearson,grade,pre_lo,pre_hi,pre_basis,pre_hit
time,50,0.9931137544816431,0.9879197860901774,0.9960821999479176,-0.01797871277034476,0.2298166305455851,-0.08329187651202394,0.04733445097133442,-0.4684193086396915,0.432461883099002,0.05629334792424019,-0.019791967099966345,0.24584623534998484,0.2282161346502433,0.12368187162995953,0.993210699195872,높음,0.9,1.0,Boswell 2023 마커기반 대비 r=0.997,True
time_sit2stand,50,0.9605034216082232,0.9316560315533392,0.977350727681856,-0.04302413869576451,0.2589160803231448,-0.11660727456088207,0.030558997169353057,-0.5504996561291282,0.46445137873759923,0.06342122829931686,-0.04133407098467002,0.31118330895440394,0.2598997160972199,0.16180534104550992,0.9615799832754898,높음,0.8,0.95,국면 분할 오차 추가,False
time_stand2sit,50,0.9779362306582927,0.9615829504882529,0.9873932752375244,0.028978439285027767,0.19288872510237576,-0.025839929849647676,0.08379680841970322,-0.3490834619156287,0.4070403404856842,0.047247895363679356,0.02246729153169977,0.4616701942145135,0.19313645178884156,0.12743091516105268,0.9782330714773239,높음,0.8,0.95,국면 분할 오차 추가,False
time_sd,50,0.7068190257315445,0.5369653763546137,0.8219311655504412,-0.012985126988229385,0.07648705219162953,-0.03472250670722827,0.0087522527307695,-0.16289974928382325,0.1369294953073645,0.018735424979911812,-0.16704645451081257,0.15894164911545752,0.07682367664207568,0.046782633559355136,0.7159640378215896,낮음,,,,
trunk_lean_max,50,0.79880319956473,0.3836779213070394,0.9159299249015561,-3.881594072942849,4.675495945635373,-5.210355318575456,-2.5528328273102416,-13.04556612638818,5.282377980502482,1.1452579361258182,-0.22712792556347747,0.0018919655190281783,6.040681223008281,4.562207020411808,0.8891483440356276,보통,0.5,0.8,Boswell 2023 요추 굴곡 r=0.583,True
trunk_lean_range_mean,50,0.6717242049819635,-0.0170809615628069,0.8786815704912448,-5.120832154800641,4.143347085177707,-6.298358367635543,-3.943305941965739,-13.241792441748945,3.0001281321476645,1.0149086185933371,-0.3046290526012068,0.00014869555417381362,6.5610136811719695,5.524483916896384,0.8717047323723128,낮음,0.5,0.8,동상,True
right_knee_range_mean,50,0.6734993449865895,0.4749687793326408,0.8041202809459864,-1.7665386783495756,4.848366311607344,-3.1444291383998126,-0.3886482182993385,-11.26933664909997,7.736259292400818,1.1876023549537698,0.014050383923082582,0.9088463750827495,5.1144092206044185,4.154395810202322,0.6965936692593384,낮음,0.75,0.9,Jo 2022 정면 스쿼트 무릎 ICC 0.90-0.91,False
left_knee_range_mean,50,0.3637352131406053,-0.0890180887504008,0.6695430323617052,-16.483243668779796,13.322397663492778,-20.269427192408102,-12.69706014515149,-42.595143089225644,9.628655751666049,3.2633076426004135,0.20630119099834351,0.15751936946221481,21.110042059610453,17.174665650792043,0.5974672287336104,낮음,0.75,0.9,동상,False
right_hip_range_mean,50,0.7214153894307318,0.15332273002927171,0.8881116588138398,-7.6573229400319915,7.815959608730225,-9.878594083514756,-5.4360517965492265,-22.976603773143232,7.661957893079248,1.9145112891592306,-0.31187501370856796,0.00011557081985830498,10.885863985974492,8.12872701052705,0.8703284789727685,낮음,0.5,0.75,Jo 2022 가려진 고관절 ICC 0.64. 최약,True
left_hip_range_mean,50,0.6081995978006024,-0.034126402611179225,0.8438068770357603,-13.601838596486719,11.322950927079768,-16.819785644895248,-10.38389154807819,-35.79482241356307,8.591145220589627,2.7735452153919167,-0.0005731853953784736,0.9953990362376135,17.62540911718055,15.383200189687482,0.789974362712437,낮음,0.5,0.75,동상,True
alcazar_rel_power_Wkg,50,0.9990228893250994,0.9982851443022004,0.9994442371400525,0.008545105352800593,0.062256506619011893,-0.00914799806247168,0.026238208768072868,-0.11347764762046272,0.1305678583260639,0.015249667438478266,0.007435529128472176,0.24335841773741673,0.062220366356728174,0.048325905517469625,0.9990493456488285,높음,0.85,1.0,시간 지표에만 의존,True
alcazar_power_W,50,0.9994452509402642,0.9990261150781425,0.999684521297224,0.7033799853853071,4.532737326776461,-0.5848097096726836,1.9915696804432979,-8.180785175096556,9.587545145867171,1.1102893588669382,0.00727189772455817,0.12698982533866598,4.541975002564656,3.5753401781254848,0.9994739160369298,높음,,,,
trunk_lean_ang_acc,50,0.25686194385439154,-0.0005494156532358883,0.4889038967009918,1.9817413698594402,3.647921118701634,0.9450136588279707,3.0184690808909096,-5.168184022795762,9.131666762514643,0.8935545362741788,0.20295720478674684,0.33501186641291525,4.1192815848781645,3.1677255720677033,0.3086343210396283,낮음,,,,
left_knee_ang_vel,50,0.30601742111352437,0.030920957882149033,0.5374209638767836,0.9347870806665587,10.72198265602931,-2.1123666748567245,3.981940836189842,-20.08029892515089,21.949873086484008,2.626338653824293,-0.38695892904666246,0.06327069129212487,10.655304815952032,8.787363633418126,0.31350632552340296,낮음,,,,
right_knee_ang_vel,50,0.08639107764621759,-0.18079911753479694,0.34684347480201444,2.425807457235512,9.7910175835763,-0.3567689521202717,5.208383866591296,-16.764587006574036,21.616201921045057,2.3982997142379885,0.5731046756376161,0.0266265823571868,9.991560770722545,7.414961461138037,0.09436369868691911,낮음,,,,
left_hip_ang_vel,50,-0.09077826337455412,-0.277731173711899,0.1335151256288999,8.409450054098428,12.978448290405996,4.721015860751113,12.097884247445744,-17.028308595097325,33.847208703294186,3.179057596459136,0.12035034143548426,0.7162489702129495,15.355460521865943,12.655002483064479,-0.1320420802351506,낮음,,,,
right_hip_ang_vel,50,0.42770494884843097,0.16287902438712706,0.6327964680313383,3.653891772547092,7.944079343660531,1.3962094032701877,5.911574141823996,-11.916503741027547,19.224287286121733,1.945894086815219,-0.19971701632633412,0.24774681617286096,8.671629245504779,6.763416556630765,0.47620799311822587,낮음,,,,
pelvic_avg_y_speed,50,0.1913320819303725,-0.08086009404196824,0.43989913961403604,-0.0015398954860829375,0.007079166606858366,-0.0035517723752824613,0.0004719814031165861,-0.015415062035525335,0.01233527106335946,0.0017340345990952762,0.6705046967533556,0.00321193814792859,0.007175206335622971,0.005555053335311227,0.21343011947728097,낮음,,,,
neck_avg_y_speed,50,0.24121480346309102,-0.040856881443340785,0.486458827769562,-0.00047146347485651607,0.007935863082802601,-0.0027268108086336645,0.001783883858920632,-0.016025755117149616,0.015082828167436583,0.001943881522145666,0.794195473170436,0.0001761821379961187,0.007870237748615552,0.006087602067208032,0.2735358431685708,낮음,,,,
knee_range_asym,50,-0.02898026858667602,-0.2526677970739624,0.21730244025812873,0.10858900251175603,0.24761180732061255,0.0382185054876234,0.17895949953588866,-0.3767301398366446,0.5939081448601566,0.06065225822238451,1.6941672340034486,3.8091928941533575e-13,0.26809876248984577,0.1838454202771238,-0.059383122769219365,낮음,,,,
hip_range_asym,50,0.022943433250276857,-0.1558131546915138,0.232206056887218,0.09823465633090668,0.1429401686760005,0.05761150986915811,0.13885780279265525,-0.18192807427405433,0.37839738693586766,0.035013047700356056,1.6300373071412824,1.751289290479915e-14,0.17225940232437922,0.1258993001597485,0.06111237008025124,낮음,,,,
